# ma sinh vien; ma mon hoc; diem
SV01894;006;9.20
SV00345;004;8.56
SV01259;009;4.48
SV01680;004;7.06
SV00866;011;5.45
SV01611;007;5.98
SV01776;004;8.51
SV01674;005;5.90
SV00301;002;8.55
SV01405;015;5.84
SV00957;004;8.54
SV00214;016;8.92
SV01537;018;4.17
SV01233;008;8.65
SV00866;007;8.22
SV00420;008;7.10
SV00500;016;5.34
SV01808;001;9.61
SV00270;010;6.68
SV00239;009;8.69
SV00410;008;4.66
SV01916;001;4.26
SV01727;003;5.69
SV00013;003;8.87
SV02116;016;4.96
SV00782;008;4.11
SV00469;008;8.65
SV01694;011;5.05
SV01205;017;9.01
SV00781;011;6.56
SV01018;008;6.28
SV01823;014;9.34
SV01844;003;8.52
SV01102;009;9.25
SV01634;017;8.57
SV01727;009;4.91
SV00200;017;5.12
SV01907;004;9.66
SV00229;015;9.92
SV00783;006;9.29
SV01229;005;8.01
SV01390;006;9.68
SV00610;009;7.46
SV01978;004;8.35
SV01011;004;9.51
SV01549;004;7.35
SV02107;006;8.99
SV01862;006;7.06
SV01079;005;8.19
SV00388;005;5.10
SV01330;007;7.90
SV01953;015;7.68
SV01337;016;8.45
SV01119;008;5.84
SV01800;011;9.91
SV00722;009;7.07
SV01304;001;5.40
SV01382;005;4.13
SV00693;008;6.70
SV00638;008;4.58
SV01328;018;8.49
SV01243;007;7.56
SV01132;007;8.42
SV01361;003;4.87
SV02040;003;6.47
SV00714;014;6.13
SV00548;003;9.91
SV01582;007;7.72
SV00156;005;4.56
SV00107;014;4.63
SV01189;006;4.85
SV01031;004;9.28
SV00233;010;4.18
SV00520;016;7.82
SV01196;011;6.37
SV01094;007;7.09
SV01344;002;6.73
SV00519;005;8.97
SV01721;007;5.39
SV01239;005;9.62
SV01236;006;4.41
SV01083;001;6.12
SV01731;008;7.46
SV01396;007;8.68
SV01721;016;5.32
SV01570;007;4.29
SV00750;009;4.12
SV01526;009;6.04
SV00778;017;4.13
SV00244;006;5.60
SV01932;010;6.98
SV00311;002;8.73
SV00929;007;9.80
SV01102;002;7.06
SV00406;013;5.34
SV01706;011;8.12
SV01119;007;5.29
SV02078;016;5.99
SV01465;017;7.10
SV01929;013;8.59
SV01650;002;6.96
SV00319;002;4.10
SV01769;018;9.49
SV00170;004;8.52
SV02150;016;4.35
SV01909;009;9.38
SV01054;016;7.03
SV00739;001;9.74
SV01627;007;8.24
SV01260;006;6.48
SV00907;006;8.90
SV00975;001;4.76
SV00357;008;4.39
SV00613;018;7.92
SV01332;014;7.67
SV00948;010;4.19
SV01664;006;5.22
SV00836;011;5.30
SV01408;010;5.78
SV00871;005;7.00
SV00622;015;5.13
SV00163;013;5.14
SV01251;013;8.32
SV00727;015;8.69
SV00802;014;7.08
SV00796;009;6.84
SV00719;006;7.17
SV00586;009;6.78
SV00782;006;8.84
SV01473;004;8.26
SV00484;018;9.54
SV00660;016;7.78
SV02104;014;7.93
SV00327;006;8.86
SV00677;014;8.33
SV01195;008;8.31
SV00179;011;9.40
SV00581;004;4.39
SV02094;008;6.62
SV02027;009;7.00
SV01270;005;8.58
SV00496;007;8.09
SV00331;004;8.72
SV01651;003;8.12
SV02013;003;5.18
SV00817;004;6.56
SV01135;008;4.59
SV01940;008;4.65
SV00285;004;8.87
SV00365;009;5.41
SV00975;007;9.98
SV01192;015;6.74
SV01746;013;8.06
SV02077;007;4.94
SV01085;006;9.42
SV01535;011;4.13
SV00455;003;8.02
SV00393;018;4.14
SV00301;005;6.44
SV01528;004;4.54
SV01688;004;9.46
SV01996;002;6.90
SV01969;009;8.16
SV00037;011;4.40
SV01243;010;4.14
SV00492;018;8.06
SV01545;007;8.53
SV01579;015;7.92
SV01120;005;6.99
SV01570;003;5.71
SV01177;008;6.65
SV00403;004;9.83
SV01129;007;9.58
SV00319;003;9.61
SV00947;008;8.37
SV01385;005;4.28
SV00056;007;7.92
SV01029;017;9.03
SV00921;003;4.85
SV00313;005;5.60
SV00991;001;7.44
SV01647;001;8.99
SV01019;018;9.64
SV01664;009;8.90
SV00516;011;4.87
SV00262;003;4.43
SV00560;018;5.44
SV00968;005;7.72
SV01979;005;5.55
SV00677;016;9.91
SV01791;007;7.71
SV01742;006;5.43
SV01256;003;4.49
SV00673;002;8.57
SV01754;010;7.76
SV00657;001;4.87
SV01124;015;4.68
SV00836;010;6.76
SV00500;013;5.36
SV01758;015;8.76
SV00786;001;8.03
SV00750;004;7.19
SV00450;018;8.66
SV01600;013;5.75
SV01058;002;6.77
SV01546;011;8.43
SV01465;015;6.46
SV01396;006;4.86
SV00740;006;9.09
SV01649;009;6.32
SV00244;004;8.30
SV00423;014;8.29
SV01326;016;9.64
SV01326;013;8.48
SV01767;009;9.72
SV01381;005;5.64
SV00222;005;4.31
SV01423;006;8.65
SV00281;004;8.41
SV00811;015;4.96
SV01779;014;4.37
SV02069;009;8.63
SV00868;002;5.94
SV00189;011;8.22
SV01824;014;6.70
SV00100;003;6.18
SV00389;002;6.70
SV00648;013;6.89
SV01120;011;5.73
SV00459;005;4.53
SV01347;007;6.41
SV01073;007;8.07
SV01048;013;4.46
SV01742;009;5.68
SV00495;010;4.18
SV02082;002;7.96
SV01322;008;4.47
SV00577;015;8.91
SV00050;001;9.20
SV00553;018;5.67
SV01816;005;4.22
SV01604;004;4.27
SV01622;001;5.92
SV00680;003;9.76
SV01243;005;6.60
SV00006;016;8.47
SV02078;007;9.79
SV00896;009;7.63
SV01796;006;4.64
SV00929;009;4.39
SV00069;008;5.78
SV00541;003;6.77
SV01980;001;5.57
SV01469;001;8.25
SV00340;007;7.38
SV00864;004;8.49
SV01774;004;7.49
SV02116;003;5.27
SV02076;010;9.77
SV01791;005;9.18
SV00197;013;6.67
SV01883;011;4.45
SV01257;006;7.76
SV01504;018;5.62
SV00237;018;7.40
SV00143;007;8.60
SV01328;008;4.27
SV00247;010;5.21
SV01658;011;9.57
SV01095;004;7.91
SV01338;010;6.41
SV02104;005;9.95
SV00035;003;4.95
SV01898;008;8.05
SV00069;011;7.93
SV01999;001;8.93
SV02085;007;8.72
SV02035;001;9.71
SV01212;010;6.99
SV01772;003;7.43
SV00358;008;8.92
SV00261;016;6.23
SV01653;006;8.63
SV02110;010;8.83
SV01636;001;9.04
SV00638;010;6.23
SV01200;006;7.46
SV01429;011;4.39
SV02050;007;4.12
SV00672;005;7.10
SV01799;004;7.94
SV00296;006;5.16
SV00222;016;5.41
SV01162;004;6.49
SV01871;007;5.63
SV01165;005;6.13
SV01571;007;5.60
SV01837;011;8.79
SV01669;007;7.83
SV01765;007;9.16
SV00571;004;9.82
SV01280;006;4.50
SV01205;004;4.59
SV00372;018;5.06
SV02137;001;9.61
SV01806;002;8.99
SV01408;006;9.04
SV01523;004;9.23
SV01759;004;6.75
SV00190;009;6.98
SV01041;018;5.08
SV00387;011;7.14
SV00523;008;7.93
SV00178;011;4.63
SV00233;004;6.42
SV01008;009;9.26
SV02143;018;6.01
SV01085;004;9.27
SV00997;003;4.16
SV01221;014;4.46
SV00005;007;9.08
SV01805;011;5.20
SV00044;006;6.03
SV01757;013;6.96
SV00669;013;9.96
SV00376;001;8.29
SV01377;016;5.38
SV00877;005;8.95
SV00798;003;4.75
SV01907;014;4.03
SV00232;004;6.32
SV01381;013;8.02
SV01121;008;4.61
SV00667;005;5.24
SV00042;002;8.02
SV00460;015;9.17
SV00478;009;4.93
SV02132;015;9.92
SV01601;002;7.84
SV00589;006;8.39
SV00628;005;4.96
SV00693;005;6.53
SV00868;009;8.03
SV00383;018;7.19
SV01324;008;5.94
SV00383;006;5.71
SV01248;014;6.34
SV01290;002;7.67
SV01156;004;8.78
SV01740;008;6.59
SV01812;006;9.45
SV01621;002;4.56
SV01409;002;6.88
SV00129;013;5.95
SV01544;018;5.95
SV00269;018;5.23
SV00523;002;7.29
SV00345;006;8.15
SV01806;005;7.29
SV00313;007;8.37
SV01270;006;5.63
SV01656;006;5.32
SV00986;006;4.26
SV00530;013;7.39
SV01588;006;8.06
SV01601;008;5.44
SV01223;015;6.27
SV01621;007;6.91
SV01405;005;5.94
SV02009;003;8.61
SV01810;018;4.12
SV01025;010;4.63
SV00811;014;6.37
SV00886;013;9.81
SV00319;006;5.56
SV00208;014;5.53
SV01839;008;6.25
SV01330;005;6.91
SV01521;004;6.52
SV01770;008;4.08
SV01559;003;9.06
SV01579;004;9.13
SV01841;007;9.79
SV00364;001;8.70
SV01646;014;5.17
SV02075;004;6.74
SV00469;017;8.62
SV00081;018;7.45
SV01391;004;4.61
SV01798;004;5.92
SV01352;008;4.25
SV02014;018;8.03
SV00823;005;6.37
SV01483;016;6.08
SV00278;009;8.52
SV00059;001;6.58
SV01547;001;4.38
SV00580;009;6.45
SV01003;008;9.66
SV00353;007;9.20
SV02046;011;7.52
SV01559;001;9.14
SV01574;001;5.80
SV01577;009;9.16
SV01128;008;5.81
SV01407;009;8.21
SV01329;003;9.64
SV00412;001;7.34
SV01058;011;5.24
SV00104;002;6.00
SV00038;009;6.00
SV00408;005;6.99
SV00342;008;7.40
SV01595;007;5.52
SV00369;007;5.56
SV01332;015;5.97
SV00190;003;4.04
SV00518;006;6.43
SV00256;007;4.62
SV01721;014;8.44
SV02105;001;5.88
SV00547;016;6.70
SV00252;008;4.28
SV02028;007;8.70
SV00931;006;6.05
SV02165;003;6.01
SV01162;017;4.90
SV00822;003;4.20
SV00682;015;5.67
SV00342;005;4.36
SV00129;018;7.31
SV01826;018;5.71
SV01473;008;5.61
SV00346;003;9.94
SV01952;010;5.19
SV00017;016;8.53
SV00299;009;4.84
SV00719;002;8.80
SV00538;004;4.53
SV00335;007;6.16
SV01142;004;7.25
SV01238;013;7.94
SV00180;008;7.79
SV01428;003;8.58
SV00648;016;5.07
SV00920;004;4.83
SV00757;015;8.93
SV00256;014;8.81
SV01226;006;9.83
SV00408;016;4.10
SV00399;011;9.43
SV00100;010;6.81
SV02049;015;7.23
SV01056;004;6.83
SV00901;001;6.02
SV00291;007;4.34
SV02040;008;7.80
SV01322;001;7.98
SV00944;007;7.83
SV01709;006;8.11
SV00641;003;8.45
SV01328;005;7.88
SV00822;006;6.29
SV00071;013;4.29
SV02021;010;4.47
SV01999;009;6.89
SV01090;006;7.35
SV01690;018;8.49
SV01202;008;5.05
SV00767;010;5.00
SV01582;001;5.19
SV01394;003;6.42
SV01171;005;5.11
SV00816;018;9.52
SV01859;009;6.08
SV00528;004;6.68
SV00390;008;7.83
SV00840;004;4.36
SV00212;014;8.56
SV00278;010;6.61
SV01087;004;8.16
SV01525;014;6.17
SV00436;005;9.45
SV01114;007;5.91
SV00176;005;7.74
SV01570;004;5.37
SV00393;016;5.73
SV01139;005;9.57
SV01457;007;4.28
SV01853;003;5.89
SV01776;008;9.08
SV00518;007;9.50
SV00896;010;6.71
SV01185;004;4.74
SV01890;005;9.27
SV01717;011;7.66
SV01018;007;4.22
SV01624;003;8.20
SV01411;014;5.66
SV00038;008;5.26
SV01900;009;7.30
SV01196;002;4.63
SV01300;001;8.31
SV00819;007;7.98
SV00943;001;7.19
SV00233;007;6.63
SV01149;005;8.17
SV01563;017;5.92
SV00553;006;4.69
SV00324;007;7.33
SV01294;006;7.13
SV00468;001;8.74
SV00564;004;8.73
SV01959;018;6.29
SV00526;018;5.20
SV00216;010;5.74
SV00182;008;7.28
SV01209;015;4.83
SV01029;016;6.81
SV01935;005;6.63
SV01709;015;5.24
SV01334;008;4.23
SV01103;018;9.47
SV00522;006;5.00
SV01853;014;8.50
SV01733;008;5.55
SV01291;006;9.93
SV01546;002;6.00
SV00859;003;4.26
SV00751;011;5.41
SV00825;003;6.20
SV00657;010;8.19
SV00178;009;8.36
SV00132;011;7.29
SV01033;006;4.45
SV01837;002;6.65
SV00513;006;9.98
SV01294;002;7.56
SV01764;002;6.17
SV01256;002;4.49
SV01073;003;9.03
SV01121;003;9.23
SV02044;015;4.64
SV00823;007;8.58
SV02104;017;5.05
SV00479;011;9.49
SV01567;007;9.82
SV01091;001;8.15
SV02054;001;7.66
SV00444;006;4.53
SV01171;008;6.38
SV01012;002;4.43
SV01446;010;8.14
SV00056;001;9.15
SV00059;003;8.25
SV00525;005;7.23
SV01314;005;8.60
SV00522;009;5.74
SV00328;010;8.90
SV00009;003;8.58
SV00782;001;7.59
SV00106;007;5.08
SV01906;006;9.03
SV00677;018;7.16
SV00496;014;6.92
SV01872;004;9.24
SV01681;018;6.21
SV01483;017;6.13
SV01128;016;8.55
SV01605;004;7.45
SV01396;015;9.37
SV01759;009;4.42
SV01505;008;6.22
SV00896;011;7.32
SV02102;005;4.36
SV01280;007;8.31
SV00512;003;5.87
SV01663;005;9.61
SV01446;004;6.52
SV00412;003;7.72
SV02013;011;4.94
SV01726;008;6.68
SV01066;013;6.30
SV01821;018;7.69
SV01892;006;7.80
SV02107;014;5.38
SV01405;007;4.64
SV01276;018;9.52
SV01020;004;4.29
SV00945;004;7.25
SV02165;001;4.26
SV00840;010;8.59
SV00121;004;5.88
SV00854;011;4.41
SV00031;003;6.91
SV02143;006;5.20
SV01989;001;4.42
SV01931;009;5.19
SV00175;007;8.99
SV01027;010;5.02
SV01105;016;9.82
SV00061;010;8.64
SV00204;004;8.14
SV00204;005;5.05
SV00781;006;5.03
SV01853;015;8.86
SV01282;003;5.19
SV00100;006;4.38
SV00780;007;8.27
SV01386;004;8.89
SV00352;002;4.89
SV00932;004;7.96
SV01779;005;9.02
SV01358;009;5.42
SV01646;008;8.31
SV00634;006;4.14
SV00068;013;6.48
SV02078;014;7.59
SV00378;013;8.01
SV01221;008;9.46
SV00685;004;5.09
SV01290;003;8.23
SV00559;006;6.89
SV00018;002;7.70
SV00859;006;9.28
SV01602;005;5.33
SV01793;004;7.07
SV01576;007;6.93
SV01800;007;6.17
SV00178;008;5.88
SV00200;003;6.93
SV01205;016;7.07
SV00712;006;6.79
SV00997;010;7.86
SV00652;003;7.44
SV01251;017;6.40
SV00009;004;9.96
SV01097;004;6.92
SV01575;004;6.20
SV01520;014;5.37
SV00538;010;9.22
SV01352;009;4.44
SV01053;005;6.61
SV01334;003;7.12
SV01485;007;8.48
SV00050;005;7.78
SV02104;008;8.20
SV00047;011;4.16
SV00694;011;7.09
SV01643;006;4.72
SV01936;002;7.06
SV01917;009;5.49
SV01461;015;4.81
SV01255;005;6.50
SV02084;013;5.75
SV01846;003;7.89
SV01911;011;6.24
SV01270;004;5.49
SV00580;004;6.71
SV01749;004;7.07
SV02040;015;5.50
SV01102;006;5.89
SV01061;009;4.95
SV00085;002;6.35
SV01579;014;4.83
SV00326;015;7.91
SV00047;001;4.58
SV01399;005;5.16
SV01406;005;9.20
SV01806;006;5.02
SV00084;009;9.28
SV01712;017;5.14
SV02039;002;9.22
SV00434;002;5.41
SV01070;016;9.38
SV00162;005;9.12
SV01799;014;4.17
SV01867;006;5.34
SV01871;004;4.38
SV00040;013;5.69
SV01236;007;9.40
SV00674;004;7.18
SV00921;010;7.48
SV00239;011;5.39
SV01688;018;8.58
SV01684;007;4.82
SV01184;004;8.32
SV02140;008;5.07
SV01429;002;8.74
SV00262;018;6.00
SV01080;014;5.49
SV01644;009;6.61
SV01497;013;7.88
SV00219;017;6.53
SV00232;009;8.01
SV01664;007;5.67
SV00026;005;5.61
SV00435;014;7.81
SV01913;008;8.34
SV01171;011;4.63
SV00773;010;6.41
SV01192;016;8.05
SV01050;010;7.29
SV01821;016;6.97
SV00016;008;7.80
SV01853;013;6.35
SV00506;011;7.67
SV00334;007;8.25
SV00225;005;8.46
SV00287;008;8.76
SV01117;004;8.95
SV00680;001;4.36
SV00739;006;8.13
SV01971;004;6.85
SV01726;018;5.19
SV00002;005;9.91
SV00029;016;4.23
SV00671;005;7.93
SV01728;005;5.73
SV00538;005;7.28
SV00784;009;5.04
SV00900;004;6.04
SV00992;007;5.79
SV00929;004;4.73
SV00168;009;8.16
SV00947;006;6.40
SV01998;017;7.89
SV00505;010;5.20
SV01854;005;4.33
SV00394;011;7.65
SV01205;013;9.86
SV01228;005;8.93
SV00850;011;5.07
SV02103;004;4.62
SV00356;002;4.65
SV01843;005;4.67
SV00365;010;6.41
SV00770;016;9.40
SV01533;005;9.40
SV01848;007;8.63
SV01000;011;5.11
SV00396;005;8.43
SV01131;016;6.35
SV01495;001;9.73
SV01924;013;7.16
SV01570;002;5.45
SV01330;016;8.09
SV00156;008;7.87
SV00046;013;6.39
SV00559;004;6.26
SV01457;004;9.44
SV00987;005;6.69
SV00664;007;4.34
SV00046;016;8.91
SV01708;005;5.06
SV01826;006;6.63
SV00512;007;7.64
SV01330;018;4.32
SV01289;001;6.11
SV00233;008;6.05
SV00850;001;8.04
SV01228;016;9.75
SV00474;007;6.62
SV01209;007;4.32
SV00013;009;9.35
SV00108;008;4.37
SV02116;005;4.80
SV01799;007;4.21
SV00804;007;8.85
SV00781;009;4.19
SV01132;003;9.10
SV01202;017;5.55
SV00504;013;4.38
SV02037;011;9.96
SV00534;015;9.93
SV00505;008;8.02
SV01822;005;7.33
SV00633;006;8.61
SV00521;006;4.63
SV01781;009;6.60
SV00302;008;9.21
SV00566;003;6.48
SV01466;004;5.89
SV01177;003;4.92
SV01952;002;8.33
SV01761;007;4.31
SV01782;016;7.44
SV01091;007;9.26
SV01357;006;4.34
SV01431;018;7.92
SV01440;006;8.94
SV02111;015;5.50
SV00326;013;5.89
SV02153;011;5.39
SV02011;002;4.66
SV01932;009;8.18
SV01033;013;7.61
SV01107;011;7.11
SV01195;013;9.76
SV00490;008;4.80
SV01840;014;9.72
SV00189;008;6.50
SV00879;006;8.45
SV01518;007;7.64
SV00963;006;7.76
SV00079;003;4.81
SV00897;006;8.24
SV00762;007;5.09
SV01428;014;8.00
SV00870;010;6.08
SV01950;015;6.48
SV01545;004;4.31
SV01592;016;4.89
SV00799;005;7.62
SV00408;003;5.34
SV00817;009;8.78
SV01984;010;7.59
SV00599;015;9.48
SV01903;011;8.83
SV00482;006;5.95
SV00444;007;6.20
SV00785;003;8.24
SV02013;007;9.82
SV01785;014;7.59
SV02105;005;5.63
SV00957;001;4.38
SV00145;016;5.17
SV01767;002;9.33
SV00986;009;6.53
SV00415;016;4.81
SV00853;015;8.78
SV01194;018;9.49
SV01246;007;9.41
SV00798;008;5.08
SV01853;017;5.10
SV01428;007;7.30
SV01563;004;9.69
SV01169;008;7.29
SV00662;003;5.29
SV01979;004;9.69
SV01654;003;5.12
SV01925;006;8.95
SV01705;011;7.50
SV01986;001;6.26
SV01131;006;7.65
SV01067;007;8.57
SV01771;005;5.67
SV01237;004;5.79
SV01668;009;8.53
SV01590;010;5.40
SV01691;016;6.20
SV00666;015;5.44
SV01201;001;7.16
SV00509;013;9.29
SV00860;009;8.37
SV00500;007;4.47
SV00468;003;4.60
SV01714;004;9.54
SV02036;007;7.13
SV00972;013;8.61
SV00161;007;4.41
SV00248;004;6.09
SV01967;004;8.86
SV02040;006;9.09
SV01238;014;8.50
SV00016;006;8.75
SV02117;004;9.74
SV00199;008;5.74
SV01602;011;8.50
SV01091;002;5.07
SV01571;006;4.04
SV00223;002;8.09
SV02054;002;9.86
SV02151;004;6.19
SV01548;003;7.28
SV00824;010;7.91
SV01347;004;7.41
SV01972;009;5.55
SV01195;006;5.99
SV01087;005;7.73
SV01468;011;6.98
SV00193;002;8.16
SV01925;009;6.12
SV01214;003;5.80
SV01233;015;6.56
SV01053;003;5.33
SV01536;006;4.64
SV01660;007;5.29
SV00758;006;7.55
SV01526;002;7.86
SV00195;006;9.01
SV00543;015;4.15
SV00678;010;9.75
SV01196;009;7.07
SV00136;006;4.02
SV00388;008;6.14
SV02037;008;5.47
SV00037;006;7.45
SV00731;004;4.64
SV01907;005;6.35
SV01440;013;10.00
SV00409;014;8.74
SV00894;005;5.81
SV01234;005;9.80
SV00331;007;6.87
SV01111;015;9.94
SV01142;005;7.46
SV01427;008;5.65
SV00093;004;9.84
SV00238;015;7.51
SV00761;008;5.51
SV01409;004;8.58
SV00301;009;9.64
SV00016;014;6.19
SV01088;003;8.03
SV00786;007;9.82
SV02080;010;4.91
SV01863;011;6.29
SV00009;008;7.30
SV00076;013;9.46
SV00904;004;6.46
SV01765;005;7.29
SV00854;002;9.95
SV01853;006;8.26
SV01115;005;6.83
SV00234;006;7.20
SV01048;014;8.37
SV01637;016;4.87
SV02080;011;9.48
SV01408;008;7.88
SV01487;006;4.84
SV01721;005;6.92
SV01179;009;8.78
SV01941;009;5.96
SV00291;001;5.05
SV01529;015;7.33
SV00777;001;9.16
SV00714;003;4.77
SV00376;009;4.35
SV00294;015;4.98
SV02117;002;4.39
SV01131;014;9.00
SV01026;002;8.36
SV00744;004;5.22
SV01485;001;7.54
SV00268;008;7.64
SV01822;011;4.52
SV00035;006;8.41
SV01342;005;7.72
SV01663;006;5.87
SV01072;010;9.95
SV00358;005;6.32
SV00788;014;7.65
SV02009;001;9.13
SV00661;004;5.38
SV01622;006;4.57
SV01383;015;8.19
SV00528;005;8.38
SV01129;016;5.46
SV01282;007;6.22
SV00302;013;7.38
SV01158;003;7.84
SV00600;006;7.36
SV01255;003;5.14
SV01772;014;7.48
SV01757;008;4.24
SV01410;013;4.51
SV00372;007;9.47
SV01434;017;8.86
SV00294;003;4.38
SV00912;015;5.70
SV01282;004;4.11
SV01613;001;7.87
SV01769;004;6.64
SV00652;014;5.72
SV00573;001;7.23
SV01124;005;9.38
SV01604;006;8.47
SV01372;010;4.52
SV00511;006;9.41
SV01996;010;8.85
SV01822;004;4.30
SV00391;009;4.55
SV01171;006;7.13
SV00459;013;6.13
SV01361;011;6.19
SV02121;008;4.32
SV01026;008;6.26
SV00702;010;8.00
SV01041;004;9.19
SV00863;008;5.74
SV01528;006;5.01
SV01172;009;8.78
SV00391;005;9.70
SV01667;001;5.28
SV00362;006;5.17
SV01918;003;5.07
SV01019;003;5.37
SV01609;003;8.01
SV00719;011;9.40
SV01769;005;5.57
SV01981;011;9.21
SV01969;003;5.73
SV01427;006;4.84
SV01714;008;6.76
SV01149;011;8.19
SV01541;009;7.01
SV00667;006;5.42
SV01774;014;4.35
SV01932;003;9.17
SV01854;004;8.59
SV01681;006;8.58
SV01544;017;6.01
SV01869;006;9.56
SV02049;014;8.75
SV01018;010;7.25
SV00719;005;7.03
SV01468;009;6.76
SV00034;009;6.25
SV01169;007;9.53
SV01022;008;9.93
SV00597;004;9.69
SV01077;018;5.85
SV01003;003;6.39
SV00144;010;6.84
SV00281;007;4.29
SV00516;005;4.98
SV00457;006;6.45
SV00516;003;4.72
SV00131;007;8.25
SV00097;016;4.16
SV00482;009;9.96
SV01935;009;5.94
SV01952;007;8.07
SV00106;017;6.51
SV01631;005;4.90
SV00842;001;9.49
SV00851;007;9.62
SV01851;006;9.69
SV00634;013;4.45
SV00031;009;4.67
SV01754;011;4.43
SV00732;003;6.58
SV00252;002;5.23
SV00019;004;6.44
SV00135;016;6.33
SV01594;016;4.76
SV01165;008;7.48
SV01406;007;7.33
SV01105;005;4.31
SV01047;004;5.58
SV00026;017;4.67
SV00873;017;6.35
SV01998;003;8.08
SV00566;008;5.22
SV01269;008;7.53
SV01957;007;5.15
SV00896;007;5.42
SV00134;008;9.90
SV00317;017;9.01
SV01444;004;7.46
SV01269;010;5.44
SV00117;015;7.54
SV01822;007;6.45
SV00263;011;6.09
SV01576;002;4.80
SV00234;007;6.76
SV01409;001;8.48
SV00840;005;5.34
SV01334;006;6.36
SV01342;010;4.22
SV01848;013;6.55
SV00084;011;7.65
SV00344;014;7.31
SV01434;013;6.50
SV01403;015;7.12
SV01796;015;7.72
SV00718;013;9.28
SV00174;007;4.50
SV01649;006;7.52
SV01165;004;4.14
SV00530;007;9.54
SV00986;008;4.85
SV01222;004;5.45
SV01591;002;5.00
SV01952;001;8.32
SV00814;018;7.82
SV00303;009;9.92
SV01945;008;7.52
SV01724;004;5.30
SV01351;011;8.61
SV01209;017;4.49
SV01764;003;6.64
SV00725;005;8.64
SV01381;015;9.50
SV01025;002;9.71
SV00516;009;5.28
SV00323;010;7.56
SV00740;004;7.48
SV01431;017;4.24
SV01477;005;5.68
SV01047;005;6.30
SV01986;003;4.08
SV00195;001;9.70
SV00626;014;6.46
SV00722;005;7.06
SV00417;004;5.24
SV00278;004;8.55
SV02003;002;9.51
SV01378;011;9.50
SV00097;004;9.56
SV00978;013;5.53
SV01027;006;5.60
SV01256;006;6.37
SV01793;001;5.52
SV00589;007;9.72
SV01735;015;7.96
SV01561;006;4.78
SV01326;003;5.90
SV01679;005;7.57
SV00260;009;6.09
SV00770;005;6.73
SV01427;017;5.99
SV00509;004;5.97
SV00519;010;7.36
SV00904;016;6.36
SV00503;004;5.73
SV02039;010;9.28
SV00261;008;7.61
SV00219;008;5.12
SV01337;013;9.23
SV00387;009;8.04
SV01646;006;6.10
SV01461;005;9.71
SV01853;007;6.59
SV01222;006;8.87
SV01297;001;7.47
SV01421;003;6.25
SV00223;009;7.44
SV00322;007;4.78
SV00696;018;9.14
SV01577;005;4.09
SV00203;015;5.00
SV01669;013;7.59
SV01708;008;6.68
SV00796;002;6.98
SV01614;006;5.23
SV00664;013;8.03
SV00090;013;5.17
SV01256;011;6.21
SV00278;006;5.05
SV00831;015;6.01
SV00518;017;4.79
SV01944;004;7.85
SV00093;003;6.21
SV00976;015;7.80
SV00335;002;4.50
SV00692;011;5.15
SV01520;017;9.89
SV01499;009;7.66
SV02153;001;8.43
SV00762;017;4.14
SV00392;004;4.06
SV00342;009;5.74
SV00409;015;6.35
SV01621;006;8.65
SV00360;007;8.70
SV00399;006;5.24
SV01376;013;5.56
SV01863;003;5.81
SV00932;018;6.30
SV01117;001;9.89
SV02037;007;8.82
SV01541;003;7.61
SV00037;003;8.88
SV00418;007;5.49
SV00142;007;8.30
SV01728;008;4.03
SV00019;006;9.75
SV01411;007;6.25
SV01507;014;6.22
SV01399;003;6.29
SV01324;003;8.40
SV00859;010;4.65
SV00254;004;4.78
SV01757;005;6.20
SV01936;001;6.74
SV02078;003;9.33
SV02005;004;6.47
SV01888;017;8.20
SV01949;004;8.28
SV01505;007;9.16
SV02015;008;6.28
SV02094;011;8.59
SV00660;013;9.09
SV01403;014;9.07
SV01607;008;9.34
SV01605;017;5.71
SV01666;017;5.21
SV00929;006;6.79
SV02085;003;9.21
SV00578;002;6.74
SV00127;004;7.70
SV00214;014;6.54
SV00732;002;4.20
SV00431;003;4.66
SV00873;014;6.26
SV00063;008;6.15
SV01227;015;6.32
SV01710;005;6.74
SV00335;005;5.25
SV00821;009;6.56
SV01056;001;7.44
SV01845;008;9.64
SV00002;015;4.00
SV00618;007;8.90
SV00452;003;5.01
SV00079;014;4.18
SV00563;002;9.66
SV01063;003;9.34
SV01332;006;8.42
SV01690;005;8.14
SV01304;006;6.51
SV01972;007;8.08
SV00733;014;8.05
SV01872;005;5.16
SV00863;003;8.96
SV01931;005;9.69
SV01073;001;9.38
SV01067;009;4.99
SV01950;005;7.17
SV01181;016;5.59
SV00017;013;6.42
SV01522;006;9.52
SV00610;007;5.00
SV01251;008;9.19
SV01637;014;5.23
SV00351;018;9.61
SV01408;004;8.09
SV01101;014;8.34
SV01945;017;4.03
SV00445;017;5.52
SV01972;006;6.23
SV00115;003;6.42
SV00009;002;9.09
SV00725;008;6.94
SV01654;006;9.82
SV00556;006;5.30
SV00990;007;5.62
SV01847;007;6.91
SV01590;006;6.49
SV02139;005;8.14
SV01796;018;7.43
SV01211;001;9.27
SV00340;014;4.13
SV01473;007;4.61
SV01135;001;4.26
SV02072;013;6.55
SV00029;015;7.80
SV00510;004;5.21
SV01774;006;5.76
SV00332;010;4.18
SV01671;005;7.53
SV00781;005;7.22
SV00075;002;7.05
SV01035;013;5.09
SV01820;010;8.23
SV02093;015;7.84
SV01928;016;7.09
SV01420;001;5.83
